"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",5.427144,10.287144,10.1,5.41,3.49,3.64,8.39,6.24,12.31999969,5.09
"2",5.43404745172586,10.2796202381191,10.1,5.42156578289145,3.50536768384192,3.62442221110555,8.38385692846423,6.23481740870435,12.31999969,5.07
"3",5.44095090345173,10.2720964762381,10.1015257628814,5.43313156578289,3.5212256128064,3.63115557778889,8.37771385692846,6.22963481740871,12.31999969,5.06
"4",5.44785435517759,10.2645727143572,10.1072886443222,5.44469734867434,3.5468384192096,3.63663331665833,8.3715707853927,6.22445222611306,12.31999969,5.06
"5",5.45475780690345,10.2570489524762,10.1130515257629,5.45626313156578,3.57147073536768,3.63115557778889,8.36542771385693,6.21926963481741,12.31999969,5.05927963981991
"6",5.46166125862931,10.2495251905953,10.1188144072036,5.46782891445723,3.5868384192096,3.63894447223612,8.35928464232116,6.21408704352176,12.31999969,5.04909954977489
"7",5.46856471035518,10.2420014287144,10.12,5.47939469734867,3.60294147073537,3.63326663331666,8.35314157078539,6.20890445222611,12.31999969,5.05
"8",5.47546816208104,10.2344776668334,10.120340170085,5.49096048024012,3.62343171585793,3.63452226113057,8.34399699849925,6.20372186093047,12.31999969,5.04126063031516
"9",5.48446265932967,10.2269539049525,10.1261030515258,5.50252626313157,3.64294147073537,3.63768884442221,8.33171085542771,6.19853926963482,12.31999969,5.06
"10",5.49412749174587,10.2194301430715,10.1318659329665,5.51409204602301,3.65830915457729,3.63,8.32471235617809,6.19335667833917,12.31999969,5.06
"11",5.50379232416208,10.2119063811906,10.1376288144072,5.52565782891446,3.67490245122561,3.63,8.31856928464232,6.18817408704352,12.3209101661681,5.06180090045022
"12",5.51345715657829,10.2043826193097,10.1433916958479,5.5372236118059,3.69539269634817,3.63567783891946,8.31242621310655,6.18299149574787,12.3230012597849,5.08198099049525
"13",5.5231219889945,10.1968588574287,10.1491545772886,5.54878939469735,3.71441220610305,3.64,8.30628314157079,6.17780890445223,12.3250923534017,5.10216108054027
"14",5.53278682141071,10.1893350955478,10.15,5.56035517758879,3.72977988994497,3.63874437218609,8.30014007003502,6.17262631315658,12.3271834470185,5.12468234117059
"15",5.54245165382691,10.1818113336668,10.1506803401701,5.57192096048024,3.74514757378689,3.63095547773887,8.29399699849925,6.16744372186093,12.3292745406353,5.16252126063032
"16",5.55211648624312,10.1742875717859,10.1564432216108,5.58348674337169,3.76051525762881,3.63,8.28785392696348,6.16226113056528,12.3313656342521,5.18540270135068
"17",5.56178131865933,10.166763809905,10.16,5.59505252626313,3.77392196098049,3.63,8.28171085542771,6.16,12.3334567278689,5.20576288144072
"18",5.57144615107554,10.159240048024,10.16,5.60661830915458,3.78416708354177,3.6275887943972,8.27556778389195,6.16,12.3355478214857,5.24
"19",5.58111098349175,10.1517162861431,10.163731865933,5.61818409204602,3.79661830915458,3.62020010005003,8.26942471235618,6.15671335667834,12.3376389151026,5.26648324162081
"20",5.59077581590795,10.1441925242621,10.1694947473737,5.62974987493747,3.8119859929965,3.62798899449725,8.26328164082041,6.15153076538269,12.3397300087194,5.29342171085543
"21",5.60044064832416,10.1366687623812,10.17,5.64131565782891,3.83225612806403,3.63,8.25713856928464,6.14634817408704,12.3418211023362,5.3272036018009
"22",5.61010548074037,10.1291450005003,10.1710205102551,5.65144072036018,3.85786893446723,3.63,8.25099549774887,6.1411655827914,12.343912195953,5.36756378189095
"23",5.61939512556278,10.1216212386193,10.1767833916958,5.6572236118059,3.88348174087044,3.63,8.24485242621311,6.13598299149575,12.3460032895698,5.40792396198099
"24",5.62767926763382,10.1140974767384,10.18,5.66601300650325,3.90909454727364,3.63,8.23870935467734,6.1308004002001,12.3480943831866,5.45828414207104
"25",5.63596340970485,10.1065737148574,10.18,5.6775787893947,3.93176588294147,3.63,8.23256628314157,6.12561780890445,12.3498152831966,5.49864432216108
"26",5.64424755177589,10.0990499529765,10.184072036018,5.68914457228614,3.95225612806403,3.63472236118059,8.2264232116058,6.1204352176088,12.3477241895798,5.54900450225113
"27",5.65253169384692,10.0915261910955,10.1898349174587,5.70071035517759,3.97274637318659,3.63497748874437,8.22028014007004,6.11525262631316,12.345633095963,5.59936468234117
"28",5.66081583591796,10.0840024292146,10.19,5.71227613806903,3.99323661830915,3.62030015007504,8.21413706853427,6.11007003501751,12.3435420023462,5.64972486243122
"29",5.66909997798899,10.0764786673337,10.1913606803402,5.72384192096048,4.00343171585793,3.62808904452226,8.2079939969985,6.11,12.3414509087294,5.71017008504252
"30",5.67734410005002,10.0689549054527,10.1971235617809,5.73540770385193,4.00855427713857,3.63,8.20185092546273,6.10970485242621,12.3406404848874,5.76044522261131
"31",5.68424755177589,10.0614311435718,10.2,5.74348674337169,4.02838419209605,3.62633316658329,8.19570785392696,6.10452226113057,12.3427315785043,5.81080540270135
"32",5.69115100350175,10.0539073816908,10.2,5.74926963481741,4.05399699849925,3.62145572786393,8.18956478239119,6.09933966983492,12.3448226721211,5.85674837418709
"33",5.69805445522761,10.0463836198099,10.2044122061031,5.76010505252626,4.07176588294147,3.62924462231116,8.18342171085543,6.09415707853927,12.3469137657379,5.90728864432216
"34",5.70495790695348,10.038859857929,10.21,5.77167083541771,4.08713356678339,3.63,8.17727863931966,6.08897448724362,12.3490048593547,5.95782891445723
"35",5.71186135867934,10.031336096048,10.21,5.78323661830915,4.09416708354177,3.6251775887944,8.17113556778389,6.08379189594797,12.35000038,6.00224612306153
"36",5.7187648104052,10.0238123341671,10.2117008504252,5.7948024012006,4.09928964482241,3.61738869434717,8.16499249624812,6.07860930465233,12.35000038,6.05260630315158
"37",5.72566826213107,10.0162885722861,10.2174637318659,5.80636818409205,4.11323661830915,3.61040020010005,8.15884942471236,6.07342671335668,12.35000038,6.09296648324162
"38",5.73257171385693,10.0087648104052,10.22,5.81396698349175,4.12860430215107,3.61818909454727,8.15270635317659,6.06824412206103,12.35000038,6.13332666333167
"39",5.73947516558279,10.0012410485243,10.22,5.81974987493747,4.13931465732866,3.6140220110055,8.14656328164082,6.06306153076538,12.35000038,6.17368684342171
"40",5.74637861730865,9.99371728664332,10.2247523761881,5.82553276638319,4.14955977988995,3.61,8.14042021010505,6.05787893946973,12.35000038,6.20702351175588
"41",5.75328206903452,9.98619352476238,10.23,5.83263131565783,4.15980490245123,3.61,8.13427713856928,6.05269634817409,12.35000038,6.2444072036018
"42",5.76018552076038,9.97866976288144,10.23,5.84419709854927,4.17005002501251,3.61,8.12813406703352,6.04751375687844,12.35000038,6.27738369184592
"43",5.76708897248624,9.9711460010005,10.2320410205103,5.85288144072036,4.18029514757379,3.61713356678339,8.12199099549775,6.04233116558279,12.35000038,6.31512756378189
"44",5.77399242421211,9.96362223911956,10.237803901951,5.85866433216608,4.19054027013507,3.61507753876938,8.11584792396198,6.04,12.35000038,6.34548774387194
"45",5.78014550075038,9.95609847723862,10.24,5.86889444722361,4.20078539269635,3.61,8.10970485242621,6.04,12.3520062385693,6.37584792396198
"46",5.78566826213107,9.94857471535768,10.24,5.88023011505753,4.21051525762881,3.61050025012506,8.10356178089044,6.03678339169585,12.3540971335368,6.40620810405203
"47",5.79119102351176,9.94105095347674,10.2450925462731,5.88601300650325,4.21563781890945,3.61828914457229,8.09741870935468,6.0316008004002,12.3561880285043,6.42828414207104
"48",5.79671378489245,9.9335271915958,10.25,5.89359179589795,4.22152076038019,3.62,8.09127563781891,6.02641820910455,12.3582789234717,6.45846423211606
"49",5.80223654627314,9.92600342971486,10.25,5.9051575787894,4.23176588294147,3.62,8.08513256628314,6.0212356178089,12.35999966,6.48728864432216
"50",5.80775930765383,9.91847966783392,10.25,5.91672336168084,4.24201100550275,3.61834417208604,8.07898949474737,6.01605302651326,12.35999966,6.5088244122061
