Date	Time	CongHt
10/11/15	9:00	15.78
10/11/15	9:15	15.78
10/11/15	9:30	15.79
10/11/15	9:45	15.8
10/11/15	10:00	15.79
10/11/15	10:15	15.82
10/11/15	10:30	15.82
10/11/15	10:45	15.82
10/11/15	11:00	15.82
10/11/15	11:15	15.84
10/11/15	11:30	15.84
10/11/15	11:45	15.85
10/11/15	12:00	15.85
10/11/15	12:15	15.86
10/11/15	12:30	15.88
10/11/15	12:45	15.89
10/11/15	13:00	15.9
10/11/15	13:15	15.91
10/11/15	13:30	15.92
10/11/15	13:45	15.92
10/11/15	14:00	15.93
10/11/15	14:15	15.94
10/11/15	14:30	15.95
10/11/15	14:45	15.95
10/11/15	15:00	15.96
10/11/15	15:15	15.96
10/11/15	15:30	15.97
10/11/15	15:45	15.98
10/11/15	16:00	15.99
10/11/15	16:15	15.99
10/11/15	16:30	16
10/11/15	16:45	16.01
10/11/15	17:00	16.03
10/11/15	17:15	16.02
10/11/15	17:30	16.03
10/11/15	17:45	16.05
10/11/15	18:00	16.04
10/11/15	18:15	16.05
10/11/15	18:30	16.05
10/11/15	18:45	16.07
10/11/15	19:00	16.07
10/11/15	19:15	16.09
10/11/15	19:30	16.09
10/11/15	19:45	16.11
10/11/15	20:00	16.11
10/11/15	20:15	16.12
10/11/15	20:30	16.13
10/11/15	20:45	16.14
10/11/15	21:00	16.14
10/11/15	21:15	16.16
10/11/15	21:30	16.16
10/11/15	21:45	16.18
10/11/15	22:00	16.18
10/11/15	22:15	16.19
10/11/15	22:30	16.2
10/11/15	22:45	16.2
10/11/15	23:00	16.22
10/11/15	23:15	16.22
10/11/15	23:30	16.23
10/11/15	23:45	16.24
10/12/15	0:00	16.24
10/12/15	0:15	16.25
10/12/15	0:30	16.25
10/12/15	0:45	16.27
10/12/15	1:00	16.28
10/12/15	1:15	16.28
10/12/15	1:30	16.28
10/12/15	1:45	16.28
10/12/15	2:00	16.29
10/12/15	2:15	16.3
10/12/15	2:30	16.31
10/12/15	2:45	16.31
10/12/15	3:00	16.31
10/12/15	3:15	16.32
10/12/15	3:30	16.33
10/12/15	3:45	16.34
10/12/15	4:00	16.34
10/12/15	4:15	16.35
10/12/15	4:30	16.35
10/12/15	4:45	16.37
10/12/15	5:00	16.37
10/12/15	5:15	16.37
10/12/15	5:30	16.38
10/12/15	5:45	16.38
10/12/15	6:00	16.4
10/12/15	6:15	16.39
10/12/15	6:30	16.39
10/12/15	6:45	16.41
10/12/15	7:00	16.41
10/12/15	7:15	16.42
10/12/15	7:30	16.42
10/12/15	7:45	16.42
10/12/15	8:00	16.42
10/12/15	8:15	16.43
10/12/15	8:30	16.43
10/12/15	8:45	16.44
10/12/15	9:00	16.43
10/12/15	9:15	16.43
10/12/15	9:30	16.44
10/12/15	9:45	16.43
10/12/15	10:00	16.44
10/12/15	10:15	16.44
10/12/15	10:30	16.44
10/12/15	10:45	16.44
10/12/15	11:00	16.44
10/12/15	11:15	16.44
10/12/15	11:30	16.45
10/12/15	11:45	16.44
10/12/15	12:00	16.43
10/12/15	12:15	16.43
10/12/15	12:30	16.44
10/12/15	12:45	16.42
10/12/15	13:00	16.42
10/12/15	13:15	16.41
10/12/15	13:30	16.42
10/12/15	13:45	16.4
10/12/15	14:00	16.4
10/12/15	14:15	16.4
10/12/15	14:30	16.39
10/12/15	14:45	16.39
10/12/15	15:00	16.38
10/12/15	15:15	16.38
10/12/15	15:30	16.37
10/12/15	15:45	16.35
10/12/15	16:00	16.35
10/12/15	16:15	16.35
10/12/15	16:30	16.34
10/12/15	16:45	16.34
10/12/15	17:00	16.34
10/12/15	17:15	16.32
10/12/15	17:30	16.31
10/12/15	17:45	16.31
10/12/15	18:00	16.29
10/12/15	18:15	16.3
10/12/15	18:30	16.28
10/12/15	18:45	16.28
10/12/15	19:00	16.27
10/12/15	19:15	16.26
10/12/15	19:30	16.27
10/12/15	19:45	16.25
10/12/15	20:00	16.25
10/12/15	20:15	16.24
10/12/15	20:30	16.24
10/12/15	20:45	16.22
10/12/15	21:00	16.23
10/12/15	21:15	16.22
10/12/15	21:30	16.21
10/12/15	21:45	16.21
10/12/15	22:00	16.2
10/12/15	22:15	16.2
10/12/15	22:30	16.19
10/12/15	22:45	16.19
10/12/15	23:00	16.19
10/12/15	23:15	16.19
10/12/15	23:30	16.17
10/12/15	23:45	16.16
10/13/15	0:00	16.17
10/13/15	0:15	16.17
10/13/15	0:30	16.16
10/13/15	0:45	16.16
10/13/15	1:00	16.15
10/13/15	1:15	16.15
10/13/15	1:30	16.15
10/13/15	1:45	16.14
10/13/15	2:00	16.13
10/13/15	2:15	16.14
10/13/15	2:30	16.14
10/13/15	2:45	16.13
10/13/15	3:00	16.14
10/13/15	3:15	16.13
10/13/15	3:30	16.13
10/13/15	3:45	16.12
10/13/15	4:00	16.12
10/13/15	4:15	16.12
10/13/15	4:30	16.12
10/13/15	4:45	16.11
10/13/15	5:00	16.11
10/13/15	5:15	16.11
10/13/15	5:30	16.11
10/13/15	5:45	16.11
10/13/15	6:00	16.1
10/13/15	6:15	16.09
10/13/15	6:30	16.1
10/13/15	6:45	16.1
10/13/15	7:00	16.1
10/13/15	7:15	16.1
10/13/15	7:30	16.09
10/13/15	7:45	16.1
10/13/15	8:00	16.09
10/13/15	8:15	16.09
10/13/15	8:30	16.08
10/13/15	8:45	16.08
10/13/15	9:00	16.08
10/13/15	9:15	16.08
10/13/15	9:30	16.07
10/13/15	9:45	16.06
10/13/15	10:00	16.06
10/13/15	10:15	16.05
10/13/15	10:30	16.06
10/13/15	10:45	16.06
10/13/15	11:00	16.05
10/13/15	11:15	16.04
10/13/15	11:30	16.05
10/13/15	11:45	16.04
10/13/15	12:00	16.04
10/13/15	12:15	16.04
10/13/15	12:30	16.02
10/13/15	12:45	16.03
10/13/15	13:00	16.02
10/13/15	13:15	16.01
10/13/15	13:30	16.01
10/13/15	13:45	16
10/13/15	14:00	16
10/13/15	14:15	15.99
10/13/15	14:30	15.99
10/13/15	14:45	15.98
10/13/15	15:00	15.97
10/13/15	15:15	15.97
10/13/15	15:30	15.95
10/13/15	15:45	15.96
10/13/15	16:00	15.96
10/13/15	16:15	15.95
10/13/15	16:30	15.95
10/13/15	16:45	15.93
10/13/15	17:00	15.93
10/13/15	17:15	15.93
10/13/15	17:30	15.92
10/13/15	17:45	15.92
10/13/15	18:00	15.91
10/13/15	18:15	15.9
10/13/15	18:30	15.9
10/13/15	18:45	15.89
10/13/15	19:00	15.88
10/13/15	19:15	15.88
10/13/15	19:30	15.88
10/13/15	19:45	15.87
10/13/15	20:00	15.87
10/13/15	20:15	15.88
10/13/15	20:30	15.86
10/13/15	20:45	15.86
10/13/15	21:00	15.86
10/13/15	21:15	15.85
10/13/15	21:30	15.85
10/13/15	21:45	15.83
10/13/15	22:00	15.83
10/13/15	22:15	15.84
10/13/15	22:30	15.84
10/13/15	22:45	15.83
10/13/15	23:00	15.83
10/13/15	23:15	15.81
10/13/15	23:30	15.82
10/13/15	23:45	15.81
10/14/15	0:00	15.81
10/14/15	0:15	15.8
10/14/15	0:30	15.79
10/14/15	0:45	15.79
10/14/15	1:00	15.79
10/14/15	1:15	15.78
10/14/15	1:30	15.78
10/14/15	1:45	15.78
10/14/15	2:00	15.78
10/14/15	2:15	15.77
10/14/15	2:30	15.78
10/14/15	2:45	15.76
10/14/15	3:00	15.77
10/14/15	3:15	15.76
10/14/15	3:30	15.75
10/14/15	3:45	15.75
10/14/15	4:00	15.77
10/14/15	4:15	15.75
10/14/15	4:30	15.75
10/14/15	4:45	15.74
10/14/15	5:00	15.74
10/14/15	5:15	15.73
10/14/15	5:30	15.73
10/14/15	5:45	15.73
10/14/15	6:00	15.73
10/14/15	6:15	15.73
10/14/15	6:30	15.73
10/14/15	6:45	15.73
10/14/15	7:00	15.71
10/14/15	7:15	15.72
10/14/15	7:30	15.7
10/14/15	7:45	15.69
10/14/15	8:00	15.71
10/14/15	8:15	15.7
10/14/15	8:30	15.7
10/14/15	8:45	15.7
10/14/15	9:00	15.69
10/14/15	9:15	15.69
10/14/15	9:30	15.68
10/14/15	9:45	15.69
10/14/15	10:00	15.68
10/14/15	10:15	15.67
10/14/15	10:30	15.67
10/14/15	10:45	15.66
10/14/15	11:00	15.66
10/14/15	11:15	15.65
10/14/15	11:30	15.64
10/14/15	11:45	15.64
10/14/15	12:00	15.63
10/14/15	12:15	15.63
10/14/15	12:30	15.62
10/14/15	12:45	15.62
10/14/15	13:00	15.61
10/14/15	13:15	15.6
10/14/15	13:30	15.6
10/14/15	13:45	15.59
10/14/15	14:00	15.58
10/14/15	14:15	15.58
10/14/15	14:30	15.56
10/14/15	14:45	15.56
10/14/15	15:00	15.55
10/14/15	15:15	15.55
10/14/15	15:30	15.53
10/14/15	15:45	15.53
10/14/15	16:00	15.54
10/14/15	16:15	15.52
10/14/15	16:30	15.52
10/14/15	16:45	15.51
10/14/15	17:00	15.5
10/14/15	17:15	15.5
10/14/15	17:30	15.5
10/14/15	17:45	15.49
10/14/15	18:00	15.49
10/14/15	18:15	15.49
10/14/15	18:30	15.48
10/14/15	18:45	15.48
10/14/15	19:00	15.48
10/14/15	19:15	15.47
10/14/15	19:30	15.46
10/14/15	19:45	15.46
10/14/15	20:00	15.46
10/14/15	20:15	15.46
10/14/15	20:30	15.45
10/14/15	20:45	15.45
10/14/15	21:00	15.44
10/14/15	21:15	15.44
10/14/15	21:30	15.44
10/14/15	21:45	15.44
10/14/15	22:00	15.43
10/14/15	22:15	15.42
10/14/15	22:30	15.42
10/14/15	22:45	15.42
10/14/15	23:00	15.42
10/14/15	23:15	15.41
10/14/15	23:30	15.41
10/14/15	23:45	15.4
10/15/15	0:00	15.4
10/15/15	0:15	15.39
10/15/15	0:30	15.38
10/15/15	0:45	15.37
10/15/15	1:00	15.38
10/15/15	1:15	15.37
10/15/15	1:30	15.36
10/15/15	1:45	15.35
10/15/15	2:00	15.35
10/15/15	2:15	15.34
10/15/15	2:30	15.33
10/15/15	2:45	15.32
10/15/15	3:00	15.31
10/15/15	3:15	15.3
10/15/15	3:30	15.3
10/15/15	3:45	15.28
10/15/15	4:00	15.27
10/15/15	4:15	15.26
10/15/15	4:30	15.24
10/15/15	4:45	15.23
10/15/15	5:00	15.22
10/15/15	5:15	15.21
10/15/15	5:30	15.19
10/15/15	5:45	15.19
10/15/15	6:00	15.17
10/15/15	6:15	15.16
10/15/15	6:30	15.14
10/15/15	6:45	15.12
10/15/15	7:00	15.12
10/15/15	7:15	15.1
10/15/15	7:30	15.09
10/15/15	7:45	15.07
10/15/15	8:00	15.05
10/15/15	8:15	15.03
10/15/15	8:30	15.02
10/15/15	8:45	15.01
10/15/15	9:00	14.99
10/15/15	9:15	14.98
10/15/15	9:30	14.95
10/15/15	9:45	14.95
10/15/15	10:00	14.92
10/15/15	10:15	14.91
10/15/15	10:30	14.9
10/15/15	10:45	14.88
10/15/15	11:00	14.87
10/15/15	11:15	14.84
10/15/15	11:30	14.83
10/15/15	11:45	14.82
10/15/15	12:00	14.8
10/15/15	12:15	14.79
10/15/15	12:30	14.77
10/15/15	12:45	14.76
10/15/15	13:00	14.75
10/15/15	13:15	14.73
10/15/15	13:30	14.71
10/15/15	13:45	14.69
10/15/15	14:00	14.68
10/15/15	14:15	14.67
10/15/15	14:30	14.66
10/15/15	14:45	14.65
10/15/15	15:00	14.62
10/15/15	15:15	14.61
10/15/15	15:30	14.59
10/15/15	15:45	14.57
10/15/15	16:00	14.55
10/15/15	16:15	14.53
10/15/15	16:30	14.52
10/15/15	16:45	14.49
10/15/15	17:00	14.46
10/15/15	17:15	14.44
10/15/15	17:30	14.4
10/15/15	17:45	14.37
10/15/15	18:00	14.34
10/15/15	18:15	14.31
10/15/15	18:30	14.28
10/15/15	18:45	14.25
10/15/15	19:00	14.21
10/15/15	19:15	14.17
10/15/15	19:30	14.13
10/15/15	19:45	14.1
10/15/15	20:00	14.06
10/15/15	20:15	14.02
10/15/15	20:30	13.97
10/15/15	20:45	13.93
10/15/15	21:00	13.9
10/15/15	21:15	13.85
10/15/15	21:30	13.81
10/15/15	21:45	13.77
10/15/15	22:00	13.72
10/15/15	22:15	13.68
10/15/15	22:30	13.63
10/15/15	22:45	13.59
10/15/15	23:00	13.55
10/15/15	23:15	13.5
10/15/15	23:30	13.45
10/15/15	23:45	13.4
10/16/15	0:00	13.35
10/16/15	0:15	13.31
10/16/15	0:30	13.26
10/16/15	0:45	13.22
10/16/15	1:00	13.17
10/16/15	1:15	13.12
10/16/15	1:30	13.08
10/16/15	1:45	13.03
10/16/15	2:00	12.98
10/16/15	2:15	12.94
10/16/15	2:30	12.89
10/16/15	2:45	12.84
10/16/15	3:00	12.79
10/16/15	3:15	12.75
10/16/15	3:30	12.7
10/16/15	3:45	12.66
10/16/15	4:00	12.62
10/16/15	4:15	12.57
10/16/15	4:30	12.53
10/16/15	4:45	12.47
10/16/15	5:00	12.43
10/16/15	5:15	12.39
10/16/15	5:30	12.34
10/16/15	5:45	12.3
10/16/15	6:00	12.25
10/16/15	6:15	12.21
10/16/15	6:30	12.16
10/16/15	6:45	12.12
10/16/15	7:00	12.07
10/16/15	7:15	12.03
10/16/15	7:30	11.99
10/16/15	7:45	11.94
10/16/15	8:00	11.91
10/16/15	8:15	11.86
10/16/15	8:30	11.82
10/16/15	8:45	11.78
10/16/15	9:00	11.73
10/16/15	9:15	11.69
10/16/15	9:30	11.66
10/16/15	9:45	11.61
10/16/15	10:00	11.57
10/16/15	10:15	11.53
10/16/15	10:30	11.49
10/16/15	10:45	11.45
10/16/15	11:00	11.41
10/16/15	11:15	11.37
10/16/15	11:30	11.32
10/16/15	11:45	11.29
10/16/15	12:00	11.26
10/16/15	12:15	11.21
10/16/15	12:30	11.18
10/16/15	12:45	11.14
10/16/15	13:00	11.1
10/16/15	13:15	11.07
10/16/15	13:30	11.03
10/16/15	13:45	11
10/16/15	14:00	10.96
10/16/15	14:15	10.92
10/16/15	14:30	10.89
10/16/15	14:45	10.86
10/16/15	15:00	10.82
10/16/15	15:15	10.79
10/16/15	15:30	10.75
10/16/15	15:45	10.72
10/16/15	16:00	10.69
10/16/15	16:15	10.65
10/16/15	16:30	10.62
10/16/15	16:45	10.6
10/16/15	17:00	10.56
10/16/15	17:15	10.53
10/16/15	17:30	10.5
10/16/15	17:45	10.47
10/16/15	18:00	10.43
10/16/15	18:15	10.4
10/16/15	18:30	10.37
10/16/15	18:45	10.34
10/16/15	19:00	10.31
10/16/15	19:15	10.29
10/16/15	19:30	10.25
10/16/15	19:45	10.23
10/16/15	20:00	10.2
10/16/15	20:15	10.17
10/16/15	20:30	10.14
10/16/15	20:45	10.12
10/16/15	21:00	10.09
10/16/15	21:15	10.07
10/16/15	21:30	10.04
10/16/15	21:45	10.01
10/16/15	22:00	9.99
10/16/15	22:15	9.98
10/16/15	22:30	9.95
10/16/15	22:45	9.93
10/16/15	23:00	9.91
10/16/15	23:15	9.89
10/16/15	23:30	9.86
10/16/15	23:45	9.84
10/17/15	0:00	9.81
10/17/15	0:15	9.79
10/17/15	0:30	9.77
10/17/15	0:45	9.74
10/17/15	1:00	9.72
10/17/15	1:15	9.7
10/17/15	1:30	9.68
10/17/15	1:45	9.66
10/17/15	2:00	9.64
10/17/15	2:15	9.62
10/17/15	2:30	9.6
10/17/15	2:45	9.57
10/17/15	3:00	9.55
10/17/15	3:15	9.53
10/17/15	3:30	9.52
10/17/15	3:45	9.5
10/17/15	4:00	9.48
10/17/15	4:15	9.46
10/17/15	4:30	9.44
10/17/15	4:45	9.42
10/17/15	5:00	9.4
10/17/15	5:15	9.39
10/17/15	5:30	9.36
10/17/15	5:45	9.34
10/17/15	6:00	9.33
10/17/15	6:15	9.31
10/17/15	6:30	9.29
10/17/15	6:45	9.27
10/17/15	7:00	9.25
10/17/15	7:15	9.24
10/17/15	7:30	9.22
10/17/15	7:45	9.2
10/17/15	8:00	9.18
10/17/15	8:15	9.16
10/17/15	8:30	9.15
10/17/15	8:45	9.14
10/17/15	9:00	9.12
10/17/15	9:15	9.1
10/17/15	9:30	9.08
10/17/15	9:45	9.07
10/17/15	10:00	9.06
10/17/15	10:15	9.04
10/17/15	10:30	9.02
10/17/15	10:45	9.02
10/17/15	11:00	8.99
10/17/15	11:15	8.99
10/17/15	11:30	8.97
10/17/15	11:45	8.95
10/17/15	12:00	8.94
10/17/15	12:15	8.92
10/17/15	12:30	8.91
10/17/15	12:45	8.9
10/17/15	13:00	8.88
10/17/15	13:15	8.87
10/17/15	13:30	8.86
10/17/15	13:45	8.84
10/17/15	14:00	8.83
10/17/15	14:15	8.82
10/17/15	14:30	8.8
10/17/15	14:45	8.79
10/17/15	15:00	8.78
10/17/15	15:15	8.77
10/17/15	15:30	8.75
10/17/15	15:45	8.75
10/17/15	16:00	8.73
10/17/15	16:15	8.72
10/17/15	16:30	8.71
10/17/15	16:45	8.7
10/17/15	17:00	8.69
10/17/15	17:15	8.67
10/17/15	17:30	8.67
10/17/15	17:45	8.66
10/17/15	18:00	8.65
10/17/15	18:15	8.63
10/17/15	18:30	8.63
10/17/15	18:45	8.62
10/17/15	19:00	8.61
10/17/15	19:15	8.59
10/17/15	19:30	8.59
10/17/15	19:45	8.57
10/17/15	20:00	8.57
10/17/15	20:15	8.56
10/17/15	20:30	8.55
10/17/15	20:45	8.54
10/17/15	21:00	8.53
10/17/15	21:15	8.52
10/17/15	21:30	8.51
10/17/15	21:45	8.5
10/17/15	22:00	8.49
10/17/15	22:15	8.48
10/17/15	22:30	8.48
10/17/15	22:45	8.47
10/17/15	23:00	8.46
10/17/15	23:15	8.45
10/17/15	23:30	8.44
10/17/15	23:45	8.43
10/18/15	0:00	8.43
10/18/15	0:15	8.41
10/18/15	0:30	8.41
10/18/15	0:45	8.4
10/18/15	1:00	8.39
10/18/15	1:15	8.39
10/18/15	1:30	8.37
10/18/15	1:45	8.37
10/18/15	2:00	8.36
10/18/15	2:15	8.35
10/18/15	2:30	8.34
10/18/15	2:45	8.33
10/18/15	3:00	8.32
10/18/15	3:15	8.31
10/18/15	3:30	8.31
10/18/15	3:45	8.29
10/18/15	4:00	8.29
10/18/15	4:15	8.28
10/18/15	4:30	8.27
10/18/15	4:45	8.26
10/18/15	5:00	8.25
10/18/15	5:15	8.25
10/18/15	5:30	8.24
10/18/15	5:45	8.24
10/18/15	6:00	8.22
10/18/15	6:15	8.21
10/18/15	6:30	8.2
10/18/15	6:45	8.19
10/18/15	7:00	8.19
10/18/15	7:15	8.18
10/18/15	7:30	8.17
10/18/15	7:45	8.17
10/18/15	8:00	8.16
10/18/15	8:15	8.15
10/18/15	8:30	8.14
10/18/15	8:45	8.14
10/18/15	9:00	8.13
10/18/15	9:15	8.12
10/18/15	9:30	8.11
10/18/15	9:45	8.11
10/18/15	10:00	8.1
10/18/15	10:15	8.1
10/18/15	10:30	8.08
10/18/15	10:45	8.08
10/18/15	11:00	8.07
10/18/15	11:15	8.06
10/18/15	11:30	8.06
10/18/15	11:45	8.04
10/18/15	12:00	8.04
10/18/15	12:15	8.03
10/18/15	12:30	8.03
10/18/15	12:45	8.02
10/18/15	13:00	8.01
10/18/15	13:15	8
10/18/15	13:30	8
10/18/15	13:45	7.99
10/18/15	14:00	7.98
10/18/15	14:15	7.98
10/18/15	14:30	7.97
10/18/15	14:45	7.97
10/18/15	15:00	7.96
10/18/15	15:15	7.96
10/18/15	15:30	7.95
10/18/15	15:45	7.94
10/18/15	16:00	7.93
10/18/15	16:15	7.93
10/18/15	16:30	7.92
10/18/15	16:45	7.91
10/18/15	17:00	7.91
10/18/15	17:15	7.9
10/18/15	17:30	7.9
10/18/15	17:45	7.89
10/18/15	18:00	7.89
10/18/15	18:15	7.88
10/18/15	18:30	7.88
10/18/15	18:45	7.87
10/18/15	19:00	7.86
10/18/15	19:15	7.86
10/18/15	19:30	7.85
10/18/15	19:45	7.85
10/18/15	20:00	7.84
10/18/15	20:15	7.83
10/18/15	20:30	7.83
10/18/15	20:45	7.82
10/18/15	21:00	7.83
10/18/15	21:15	7.81
10/18/15	21:30	7.82
10/18/15	21:45	7.8
10/18/15	22:00	7.8
10/18/15	22:15	7.8
10/18/15	22:30	7.8
10/18/15	22:45	7.79
10/18/15	23:00	7.78
10/18/15	23:15	7.78
10/18/15	23:30	7.77
10/18/15	23:45	7.77
10/19/15	0:00	7.77
10/19/15	0:15	7.75
10/19/15	0:30	7.75
10/19/15	0:45	7.74
10/19/15	1:00	7.73
10/19/15	1:15	7.72
10/19/15	1:30	7.71
10/19/15	1:45	7.71
10/19/15	2:00	7.7
10/19/15	2:15	7.7
10/19/15	2:30	7.69
10/19/15	2:45	7.67
10/19/15	3:00	7.67
10/19/15	3:15	7.66
10/19/15	3:30	7.65
10/19/15	3:45	7.64
10/19/15	4:00	7.63
10/19/15	4:15	7.62
10/19/15	4:30	7.61
10/19/15	4:45	7.6
10/19/15	5:00	7.59
10/19/15	5:15	7.58
10/19/15	5:30	7.57
10/19/15	5:45	7.56
10/19/15	6:00	7.55
10/19/15	6:15	7.54
10/19/15	6:30	7.52
10/19/15	6:45	7.51
10/19/15	7:00	7.5
10/19/15	7:15	7.49
10/19/15	7:30	7.48
10/19/15	7:45	7.46
10/19/15	8:00	7.46
10/19/15	8:15	7.44
10/19/15	8:30	7.43
10/19/15	8:45	7.41
10/19/15	9:00	7.4
10/19/15	9:15	7.39
10/19/15	9:30	7.38
10/19/15	9:45	7.37
10/19/15	10:00	7.35
10/19/15	10:15	7.34
10/19/15	10:30	7.33
10/19/15	10:45	7.31
10/19/15	11:00	7.29
10/19/15	11:15	7.28
10/19/15	11:30	7.26
10/19/15	11:45	7.24
10/19/15	12:00	7.23
10/19/15	12:15	7.22
10/19/15	12:30	7.2
10/19/15	12:45	7.18
10/19/15	13:00	7.16
10/19/15	13:15	7.14
10/19/15	13:30	7.13
10/19/15	13:45	7.12
10/19/15	14:00	7.09
10/19/15	14:15	7.07
10/19/15	14:30	7.05
10/19/15	14:45	7.03
10/19/15	15:00	7.02
10/19/15	15:15	7.01
10/19/15	15:30	6.99
10/19/15	15:45	6.97
10/19/15	16:00	6.96
10/19/15	16:15	6.93
10/19/15	16:30	6.92
10/19/15	16:45	6.9
10/19/15	17:00	6.88
10/19/15	17:15	6.86
10/19/15	17:30	6.84
10/19/15	17:45	6.83
10/19/15	18:00	6.82
10/19/15	18:15	6.8
10/19/15	18:30	6.78
10/19/15	18:45	6.77
10/19/15	19:00	6.75
10/19/15	19:15	6.73
10/19/15	19:30	6.72
10/19/15	19:45	6.71
10/19/15	20:00	6.69
10/19/15	20:15	6.68
10/19/15	20:30	6.67
10/19/15	20:45	6.66
10/19/15	21:00	6.64
10/19/15	21:15	6.63
10/19/15	21:30	6.61
10/19/15	21:45	6.6
10/19/15	22:00	6.59
10/19/15	22:15	6.58
10/19/15	22:30	6.57
10/19/15	22:45	6.56
10/19/15	23:00	6.56
10/19/15	23:15	6.54
10/19/15	23:30	6.53
10/19/15	23:45	6.52
10/20/15	0:00	6.52
10/20/15	0:15	6.51
10/20/15	0:30	6.49
10/20/15	0:45	6.48
10/20/15	1:00	6.47
10/20/15	1:15	6.46
10/20/15	1:30	6.45
10/20/15	1:45	6.44
10/20/15	2:00	6.44
10/20/15	2:15	6.43
10/20/15	2:30	6.42
10/20/15	2:45	6.41
10/20/15	3:00	6.4
10/20/15	3:15	6.4
10/20/15	3:30	6.39
10/20/15	3:45	6.38
10/20/15	4:00	6.37
10/20/15	4:15	6.37
10/20/15	4:30	6.36
10/20/15	4:45	6.35
10/20/15	5:00	6.34
10/20/15	5:15	6.34
10/20/15	5:30	6.33
10/20/15	5:45	6.32
10/20/15	6:00	6.31
10/20/15	6:15	6.31
10/20/15	6:30	6.31
10/20/15	6:45	6.31
10/20/15	7:00	6.3
10/20/15	7:15	6.3
10/20/15	7:30	6.29
10/20/15	7:45	6.29
10/20/15	8:00	6.29
10/20/15	8:15	6.29
10/20/15	8:30	6.28
10/20/15	8:45	6.28
10/20/15	9:00	6.29
10/20/15	9:15	6.28
10/20/15	9:30	6.28
10/20/15	9:45	6.28
10/20/15	10:00	6.28
10/20/15	10:15	6.27
10/20/15	10:30	6.28
10/20/15	10:45	6.28
10/20/15	11:00	6.28
10/20/15	11:15	6.28
10/20/15	11:30	6.28
10/20/15	11:45	6.29
10/20/15	12:00	6.29
10/20/15	12:15	6.29
10/20/15	12:30	6.29
10/20/15	12:45	6.29
10/20/15	13:00	6.3
10/20/15	13:15	6.3
10/20/15	13:30	6.31
10/20/15	13:45	6.3
10/20/15	14:00	6.31
10/20/15	14:15	6.3
10/20/15	14:30	6.31
10/20/15	14:45	6.32
10/20/15	15:00	6.32
10/20/15	15:15	6.32
10/20/15	15:30	6.33
10/20/15	15:45	6.33
10/20/15	16:00	6.33
10/20/15	16:15	6.33
10/20/15	16:30	6.33
10/20/15	16:45	6.34
10/20/15	17:00	6.34
10/20/15	17:15	6.34
10/20/15	17:30	6.34
10/20/15	17:45	6.35
10/20/15	18:00	6.35
10/20/15	18:15	6.36
10/20/15	18:30	6.36
10/20/15	18:45	6.36
10/20/15	19:00	6.36
10/20/15	19:15	6.37
10/20/15	19:30	6.36
10/20/15	19:45	6.37
10/20/15	20:00	6.37
10/20/15	20:15	6.37
10/20/15	20:30	6.37
10/20/15	20:45	6.37
10/20/15	21:00	6.37
10/20/15	21:15	6.38
10/20/15	21:30	6.38
10/20/15	21:45	6.37
10/20/15	22:00	6.38
10/20/15	22:15	6.37
10/20/15	22:30	6.37
10/20/15	22:45	6.37
10/20/15	23:00	6.37
10/20/15	23:15	6.37
10/20/15	23:30	6.37
10/20/15	23:45	6.36
10/21/15	0:00	6.36
10/21/15	0:15	6.36
10/21/15	0:30	6.36
10/21/15	0:45	6.36
10/21/15	1:00	6.35
10/21/15	1:15	6.35
10/21/15	1:30	6.35
10/21/15	1:45	6.35
10/21/15	2:00	6.33
10/21/15	2:15	6.33
10/21/15	2:30	6.33
10/21/15	2:45	6.32
10/21/15	3:00	6.32
10/21/15	3:15	6.31
10/21/15	3:30	6.31
10/21/15	3:45	6.3
10/21/15	4:00	6.3
10/21/15	4:15	6.3
10/21/15	4:30	6.29
10/21/15	4:45	6.28
10/21/15	5:00	6.28
10/21/15	5:15	6.28
10/21/15	5:30	6.26
10/21/15	5:45	6.26
10/21/15	6:00	6.26
10/21/15	6:15	6.25
10/21/15	6:30	6.25
10/21/15	6:45	6.24
10/21/15	7:00	6.24
10/21/15	7:15	6.24
10/21/15	7:30	6.23
10/21/15	7:45	6.23
10/21/15	8:00	6.23
10/21/15	8:15	6.22
10/21/15	8:30	6.22
10/21/15	8:45	6.22
10/21/15	9:00	6.22
10/21/15	9:15	6.22
10/21/15	9:30	6.21
10/21/15	9:45	6.21
10/21/15	10:00	6.2
10/21/15	10:15	6.21
10/21/15	10:30	6.21
10/21/15	10:45	6.2
10/21/15	11:00	6.2
10/21/15	11:15	6.2
10/21/15	11:30	6.2
10/21/15	11:45	6.21
10/21/15	12:00	6.21
10/21/15	12:15	6.21
10/21/15	12:30	6.2
10/21/15	12:45	6.22
10/21/15	13:00	6.21
10/21/15	13:15	6.22
10/21/15	13:30	6.22
10/21/15	13:45	6.22
10/21/15	14:00	6.22
10/21/15	14:15	6.22
10/21/15	14:30	6.23
10/21/15	14:45	6.23
10/21/15	15:00	6.23
10/21/15	15:15	6.23
10/21/15	15:30	6.24
10/21/15	15:45	6.24
10/21/15	16:00	6.24
10/21/15	16:15	6.25
10/21/15	16:30	6.25
10/21/15	16:45	6.24
10/21/15	17:00	6.24
10/21/15	17:15	6.25
10/21/15	17:30	6.24
10/21/15	17:45	6.25
10/21/15	18:00	6.25
10/21/15	18:15	6.24
10/21/15	18:30	6.25
10/21/15	18:45	6.24
